bigram,origin,G2,target_freq,target_share
global vehicle,discovered,2399.900005,716,0.742739
supply network,discovered,2399.737097,726,0.732593
term macro,discovered,2399.571517,758,0.701852
constraints continue,discovered,2399.227837,644,0.822478
including india,discovered,2398.756364,768,0.692516
environmental management,discovered,2397.489613,648,0.817150
states united,discovered,2394.865988,837,0.634572
created uncertainty,discovered,2394.355145,589,0.889728
increases energy,discovered,2394.057648,717,0.739938
including oil,discovered,2392.644528,659,0.802680
prices steel,discovered,2391.565019,822,0.645212
supply lines,discovered,2390.665496,645,0.818528
gas shale,discovered,2390.509208,610,0.861582
china remains,discovered,2390.298118,934,0.568472
data cloud,discovered,2390.131274,1254,0.432563
global travel,discovered,2388.299204,929,0.570990
economic impacts,discovered,2387.109848,818,0.647152
technology believe,discovered,2386.885141,1091,0.489677
manufacturing logistics,discovered,2384.700547,963,0.550600
issue supply,discovered,2384.081697,717,0.736896
related uncertainty,discovered,2383.505175,636,0.827048
circular economy,discovered,2382.688062,1442,0.383511
edge ai,discovered,2382.354584,858,0.615937
technology technology,discovered,2382.054698,1135,0.471346
gas availability,discovered,2382.021820,544,0.944444
macro concerns,discovered,2381.599449,724,0.729104
government budget,discovered,2381.147033,791,0.667511
key technology,discovered,2380.607071,1083,0.491826
uncertainty think,discovered,2380.247201,810,0.651649
sour crude,discovered,2379.891406,701,0.752146
labor constraints,discovered,2379.877807,964,0.548975
order supply,discovered,2379.650301,671,0.784795
economic social,discovered,2379.370070,759,0.695055
build supply,discovered,2378.997308,694,0.759300
particularly north,discovered,2378.187009,1962,0.304092
presence china,discovered,2377.938524,949,0.556925
business united,discovered,2376.152808,1364,0.400587
tariff uncertainty,discovered,2375.507778,685,0.767937
east russia,discovered,2374.766239,657,0.799270
environment uncertainty,discovered,2374.202486,737,0.714147
battery supply,discovered,2372.949991,563,0.916938
looking technology,discovered,2370.505620,925,0.569231
integrated energy,discovered,2369.736165,732,0.717647
real gdp,discovered,2369.599708,815,0.644778
environment energy,discovered,2369.043795,648,0.807980
unconventional gas,discovered,2368.101491,669,0.783372
global industry,discovered,2367.814305,1071,0.494460
digital technologies,discovered,2366.822147,1181,0.452144
supply global,discovered,2365.968381,532,0.955117
chain able,discovered,2365.366846,723,0.725176
government just,discovered,2364.818173,878,0.597686
important given,discovered,2364.774722,1099,0.482229
closely government,discovered,2364.560168,610,0.853147
world supply,discovered,2363.053485,584,0.886191
potential trade,discovered,2362.424605,549,0.932088
demand chinese,discovered,2360.253808,646,0.807500
think uncertainty,discovered,2358.764813,1051,0.501431
changes government,discovered,2357.649482,689,0.757976
volatility financial,discovered,2356.925208,817,0.639781
opportunities supply,discovered,2354.763195,615,0.843621
increased global,discovered,2354.691375,899,0.581501
supply just,discovered,2351.851852,819,0.636858
states think,discovered,2350.823513,1121,0.471008
impact inflation,discovered,2350.652714,1876,0.311163
world bank,discovered,2349.293926,938,0.556677
europe world,discovered,2349.216720,776,0.671280
demand globally,discovered,2349.065087,783,0.665251
impact commodity,discovered,2349.008824,930,0.561255
nickel cobalt,discovered,2348.850503,649,0.800247
western world,discovered,2347.367768,1279,0.418658
coal price,discovered,2346.007318,1481,0.370713
macro issues,discovered,2345.710967,1070,0.490601
state government,discovered,2344.059197,1736,0.328228
automotive supply,discovered,2343.992299,593,0.868228
chain optimization,discovered,2343.930947,994,0.525370
developed world,discovered,2343.764640,1154,0.457573
pacific middle,discovered,2343.529108,815,0.637715
government markets,discovered,2342.063093,634,0.815959
security strategy,discovered,2340.190624,559,0.911909
lower supply,discovered,2337.290999,856,0.605803
pipeline gas,discovered,2336.299858,593,0.865693
robust supply,discovered,2335.425998,648,0.797048
supply growing,discovered,2333.335968,599,0.856938
world biggest,discovered,2333.328422,818,0.632637
chain remains,discovered,2331.630334,526,0.952899
electric motors,discovered,2331.472679,669,0.771626
export oriented,discovered,2331.313268,638,0.807595
defense agency,discovered,2330.249588,533,0.943363
investments energy,discovered,2329.038866,654,0.787952
gas producer,discovered,2328.335255,580,0.880121
experienced supply,discovered,2327.578598,516,0.964486
comes supply,discovered,2326.740015,673,0.765643
china particularly,discovered,2326.493129,861,0.599582
position china,discovered,2326.492958,972,0.532895
security administration,discovered,2325.988836,575,0.885978
technology platform,discovered,2325.331638,4281,0.195837
crude price,discovered,2324.634729,1128,0.463625
demand renewable,discovered,2324.070648,605,0.846154
gas area,discovered,2323.811308,841,0.612974
supply outlook,discovered,2323.349085,639,0.803774
china including,discovered,2323.116870,779,0.661290
political landscape,discovered,2321.252147,642,0.799502
security energy,discovered,2320.642228,498,0.984190
government focus,discovered,2319.540735,600,0.851064
gas ngl,discovered,2318.009794,854,0.602257
cyber resilience,discovered,2315.621393,570,0.889236
japan australia,discovered,2315.557420,994,0.519331
growth world,discovered,2315.182871,1190,0.440415
supply right,discovered,2313.695384,757,0.677708
enhance security,discovered,2312.982503,547,0.919328
feed tariff,discovered,2311.289965,1009,0.511145
played important,discovered,2308.223547,965,0.532561
russian oil,discovered,2307.156283,578,0.875758
coal generation,discovered,2307.044111,764,0.669588
inventories supply,discovered,2304.398158,580,0.872180
weakness china,discovered,2304.285577,749,0.682149
local chinese,discovered,2303.784014,838,0.609898
tariffs announced,discovered,2301.524606,587,0.861968
economic issues,discovered,2301.351815,1004,0.511462
domestic capacity,discovered,2299.512773,892,0.572529
energy strategy,discovered,2298.273850,660,0.771028
endpoint security,discovered,2297.564734,697,0.730608
chain inflation,discovered,2296.251492,585,0.862832
significant energy,discovered,2296.016812,653,0.778308
american automotive,discovered,2293.666041,717,0.709199
technology group,discovered,2293.497076,1087,0.473638
chain efficiency,discovered,2291.790679,868,0.586090
carbon neutral,discovered,2291.344388,1412,0.377944
china markets,discovered,2291.223213,936,0.544503
domestic global,discovered,2288.924636,808,0.628305
temporary supply,discovered,2287.974351,518,0.950459
growth government,discovered,2286.078500,890,0.570513
environment economic,discovered,2285.548318,727,0.697028
uk europe,discovered,2284.905025,1226,0.424221
low earth,discovered,2284.904552,552,0.903437
pipeline systems,discovered,2284.228365,849,0.597046
process technologies,discovered,2284.131952,924,0.549673
technology applications,discovered,2281.704563,813,0.622511
power gen,discovered,2281.470626,1283,0.407560
support economic,discovered,2280.421039,573,0.873476
important energy,discovered,2280.413214,540,0.918367
latin american,discovered,2277.133085,3297,0.218765
improve security,discovered,2275.300994,544,0.911223
american european,discovered,2274.986622,1117,0.458727
broader economy,discovered,2274.358527,1217,0.425227
supply price,discovered,2274.179048,636,0.791045
low emission,discovered,2273.479893,745,0.676658
lot political,discovered,2272.853923,656,0.767251
oil storage,discovered,2272.140593,652,0.771598
meet global,discovered,2271.525614,564,0.882629
prices crude,discovered,2270.875688,620,0.809399
free energy,discovered,2270.665071,543,0.911074
russia invasion,discovered,2270.592248,504,0.963671
commodities like,discovered,2270.513483,694,0.725183
social security,discovered,2270.314632,1440,0.369325
china manufacturing,discovered,2268.917863,701,0.717503
economic risk,discovered,2268.537847,623,0.804910
power needs,discovered,2267.837504,651,0.771327
greenhouse gases,discovered,2267.139827,747,0.672973
federal market,discovered,2265.464305,729,0.689036
contract extension,discovered,2263.374531,1138,0.449092
environment global,discovered,2262.991361,668,0.750562
solutions data,discovered,2261.661655,697,0.719298
gas think,discovered,2259.430221,814,0.615734
technology critical,discovered,2258.294774,569,0.871363
important market,discovered,2257.438214,3122,0.223847
electronic materials,discovered,2256.438083,1095,0.463590
power business,discovered,2254.759937,2576,0.248050
technology manufacturing,discovered,2252.742320,858,0.582880
based raw,discovered,2251.992938,722,0.691571
gas turbine,discovered,2250.384947,1452,0.364366
deliver energy,discovered,2249.732057,526,0.927690
cell electric,discovered,2249.678795,618,0.804688
pricing supply,discovered,2246.666336,690,0.721757
domestic oil,discovered,2245.761975,596,0.831241
electrical infrastructure,discovered,2245.089508,724,0.687559
companies china,discovered,2244.081490,941,0.531038
uncertain macro,discovered,2243.821051,1026,0.489504
steel producers,discovered,2242.765997,792,0.628073
carbon fiber,discovered,2240.941052,1297,0.397853
energy usage,discovered,2240.175731,918,0.542874
supply increased,discovered,2240.144160,620,0.798969
eastern european,discovered,2239.392192,1853,0.303472
identity security,discovered,2239.185516,663,0.748307
gas continues,discovered,2238.097575,592,0.833803
supply position,discovered,2237.128692,620,0.797941
management data,discovered,2236.645193,836,0.593750
reduction carbon,discovered,2236.303139,676,0.733189
markets energy,discovered,2235.702738,612,0.807388
current energy,discovered,2235.399794,586,0.840746
look oil,discovered,2234.203866,807,0.614155
china vietnam,discovered,2232.638167,765,0.647208
sustainable growth,discovered,2230.208059,5746,0.171799
supply conditions,discovered,2228.760984,704,0.701894
east southeast,discovered,2228.346455,670,0.737074
affected economic,discovered,2228.266694,694,0.711795
improved supply,discovered,2228.093978,956,0.519565
federal reserve,discovered,2227.801726,2333,0.260962
thermal energy,discovered,2227.765565,648,0.761457
macro geopolitical,discovered,2224.685162,514,0.936248
australia china,discovered,2221.666093,820,0.601173
existing gas,discovered,2221.432263,543,0.894563
clean tech,discovered,2221.061973,716,0.687800
non china,discovered,2220.195480,703,0.700199
development global,discovered,2219.296937,808,0.609351
given economic,discovered,2218.821126,1631,0.330028
europe canada,discovered,2218.725434,1218,0.415984
canadian economy,discovered,2218.410445,759,0.648164
prices commodity,discovered,2218.398278,709,0.693738
elevated inflation,discovered,2217.503797,582,0.839827
emissions 2050,discovered,2217.038491,574,0.850370
sustainability goals,discovered,2216.008342,1108,0.451324
like mexico,discovered,2215.343901,948,0.520879
sustainable infrastructure,discovered,2214.895669,562,0.865948
european region,discovered,2213.072493,1297,0.393746
states mexico,discovered,2212.796143,683,0.718191
government continues,discovered,2211.411408,711,0.689622
think oil,discovered,2210.968679,1076,0.462398
increased tariffs,discovered,2210.161429,588,0.829337
data platform,discovered,2209.425437,1573,0.337916
export growth,discovered,2204.764474,736,0.664260
just united,discovered,2204.764474,736,0.664260
balanced supply,discovered,2204.675606,624,0.781955
technology transition,discovered,2204.655757,756,0.646707
fuel cost,discovered,2203.512310,2608,0.243170
europe growing,discovered,2202.661251,1068,0.463944
gen ai,discovered,2202.563190,1666,0.323244
government terms,discovered,2201.838037,803,0.608333
security reliability,discovered,2201.085431,502,0.945386
impact chinese,discovered,2199.983297,697,0.699799
world demand,discovered,2199.360230,758,0.643463
19 global,discovered,2196.686623,601,0.807796
cyber intelligence,discovered,2194.801614,580,0.834532
power companies,discovered,2194.387604,701,0.694059
geopolitical economic,discovered,2193.689287,514,0.926126
global geopolitical,discovered,2192.104719,464,0.991453
production united,discovered,2192.032057,528,0.905660
economic volatility,discovered,2190.807735,725,0.670055
diversified supply,discovered,2190.251107,510,0.930657
technologies capabilities,discovered,2189.318003,717,0.677054
impact macro,discovered,2189.148467,775,0.626516
outlook oil,discovered,2188.328261,570,0.845697
chain china,discovered,2187.699352,556,0.864697
technologies support,discovered,2186.858927,679,0.713985
chinese producers,discovered,2186.083530,637,0.760143
areas world,discovered,2185.722614,1441,0.358279
including technology,discovered,2184.369633,765,0.633278
capacity constraints,discovered,2183.378485,2329,0.258118
situation russia,discovered,2183.260801,651,0.743151
parts country,discovered,2181.766756,2362,0.255877
uncertainty europe,discovered,2181.261224,570,0.843195
affected global,discovered,2180.380481,535,0.891667
role energy,discovered,2180.287663,467,0.985232
component shortage,discovered,2179.314270,782,0.618182
quarter gas,discovered,2178.457503,756,0.639053
supply standpoint,discovered,2178.212933,651,0.741458
supply production,discovered,2177.982528,521,0.910839
force climate,discovered,2177.760183,476,0.973415
uncertainty future,discovered,2177.608187,830,0.582456
gas emission,discovered,2176.683894,687,0.702454
northern territory,discovered,2175.552568,684,0.705155
emission control,discovered,2174.599462,795,0.606870
materials including,discovered,2173.940417,696,0.692537
china related,discovered,2173.373312,661,0.728776
conditions north,discovered,2172.968648,732,0.658273
supply picture,discovered,2172.228708,630,0.763636
increase domestic,discovered,2172.025722,1145,0.430775
american supply,discovered,2172.018805,505,0.931734
dual sourcing,discovered,2171.695621,739,0.651675
europe lot,discovered,2169.963552,965,0.502343
electricity price,discovered,2169.058392,863,0.558576
world china,discovered,2168.687074,724,0.664220
american oil,discovered,2168.581760,537,0.884679
products technologies,discovered,2166.892717,1524,0.341016
china like,discovered,2166.543480,899,0.536396
solutions energy,discovered,2164.200099,521,0.906087
zero 2050,discovered,2163.613655,549,0.865931
strong export,discovered,2163.523858,735,0.652753
significant disruptions,discovered,2162.882853,584,0.817927
wind project,discovered,2160.838383,1221,0.405918
mean supply,discovered,2160.619362,671,0.713830
lng terminal,discovered,2158.670921,721,0.663904
supply point,discovered,2157.012432,603,0.791339
energy technologies,discovered,2155.984986,562,0.845113
new coal,discovered,2155.319492,829,0.577298
critical raw,discovered,2154.391741,474,0.969325
china having,discovered,2153.995386,605,0.787760
government infrastructure,discovered,2153.809237,666,0.716900
investment china,discovered,2152.746398,873,0.548367
high security,discovered,2152.029792,637,0.748531
nuclear reactors,discovered,2151.730701,536,0.880131
china domestic,discovered,2147.712366,822,0.580099
technology key,discovered,2147.412354,875,0.545852
emissions reduction,discovered,2147.382152,917,0.521912
country country,discovered,2145.970870,2502,0.245222
spanish government,discovered,2144.759474,720,0.660550
supply problems,discovered,2143.651998,527,0.890203
security challenges,discovered,2143.452492,461,0.982942
countries china,discovered,2143.421538,770,0.617482
american customers,discovered,2142.024817,946,0.505612
sanctions russia,discovered,2141.737602,487,0.947471
global light,discovered,2140.302763,733,0.647527
concerns global,discovered,2139.676645,465,0.976891
united nations,discovered,2139.587084,960,0.498184
course supply,discovered,2139.463374,643,0.737385
asia including,discovered,2138.701452,762,0.622549
good supply,discovered,2137.063827,1029,0.466878
course china,discovered,2136.912927,771,0.614833
china world,discovered,2136.417804,785,0.603846
business gas,discovered,2134.516741,628,0.752998
investment energy,discovered,2132.323361,598,0.788918
world growth,discovered,2131.341283,756,0.625310
energy applications,discovered,2131.206953,593,0.794906
world events,discovered,2130.041242,617,0.764560
world global,discovered,2129.182312,721,0.654859
energy renewable,discovered,2129.082265,556,0.843703
economic concerns,discovered,2128.867148,665,0.709712
rates increased,discovered,2128.408192,2358,0.252463
macroeconomic volatility,discovered,2126.945395,527,0.884228
tariff rate,discovered,2126.806572,701,0.672745
climate goals,discovered,2124.782150,496,0.928839
electrical grid,discovered,2123.535072,550,0.850077
gas related,discovered,2123.343392,942,0.503474
government going,discovered,2123.259692,1317,0.375963
environmental concerns,discovered,2123.057060,580,0.808926
critical technology,discovered,2123.017822,587,0.799728
supply domestic,discovered,2122.757403,490,0.936902
supply really,discovered,2122.609535,704,0.668566
heavy rare,discovered,2121.687273,440,1.000000
supply vessels,discovered,2121.378938,648,0.725644
emerging trends,discovered,2121.369012,846,0.557312
commercial supply,discovered,2120.874480,936,0.505946
incredibly important,discovered,2120.623180,1584,0.326194
securing supply,discovered,2120.119169,554,0.843227
economic pressures,discovered,2119.730655,970,0.489158
supply certain,discovered,2117.855040,594,0.788845
uncertainty going,discovered,2117.851950,994,0.477885
asian market,discovered,2117.449070,1671,0.313626
supply years,discovered,2117.297214,585,0.800274
europe energy,discovered,2116.351667,492,0.931818
electricity sales,discovered,2115.479107,922,0.511938
world going,discovered,2114.990857,1846,0.292737
oil exports,discovered,2113.156499,504,0.913043
hydrogen economy,discovered,2112.896920,606,0.771975
growth chinese,discovered,2111.401980,689,0.679487
complex supply,discovered,2111.118995,573,0.813920
chain risks,discovered,2110.821174,484,0.941634
gas commodity,discovered,2110.289189,533,0.869494
volatility energy,discovered,2109.982590,538,0.862179
position world,discovered,2109.887662,846,0.554391
uncertainty high,discovered,2109.649660,514,0.897033
regional supply,discovered,2108.683560,487,0.936538
chain capacity,discovered,2108.303627,549,0.845917
asia region,discovered,2107.193949,1139,0.421540
lower global,discovered,2106.937818,692,0.675122
regarding tariffs,discovered,2105.166770,553,0.839150
federal civilian,discovered,2104.759545,549,0.844615
opportunities energy,discovered,2104.363534,637,0.732184
question export,discovered,2104.189796,575,0.808720
supply need,discovered,2103.999415,602,0.773779
demand crude,discovered,2101.413854,491,0.928166
broader supply,discovered,2100.474264,523,0.880471
china situation,discovered,2099.938834,640,0.727273
silicon metal,discovered,2099.271572,809,0.576211
resilient supply,discovered,2098.319971,465,0.964730
gas resource,discovered,2097.759926,596,0.779085
hyperscale data,discovered,2097.531602,714,0.651460
supply low,discovered,2096.681435,574,0.807314
global uncertainties,discovered,2095.962948,482,0.939571
data solutions,discovered,2093.325436,1158,0.413276
china rest,discovered,2093.076451,848,0.548867
impact semiconductor,discovered,2091.923819,474,0.949900
management supply,discovered,2091.629725,802,0.579061
lot economic,discovered,2091.223128,756,0.613636
driven economic,discovered,2090.549323,693,0.668919
volatility raw,discovered,2090.185725,602,0.768838
associated supply,discovered,2088.902006,590,0.783533
china long,discovered,2086.531962,692,0.668599
economy continue,discovered,2086.474373,1075,0.439493
recent tariff,discovered,2085.875022,481,0.937622
investments supply,discovered,2085.013130,641,0.721035
ongoing war,discovered,2084.990110,452,0.978355
uncertainty economy,discovered,2084.757211,945,0.493473
infrastructure country,discovered,2083.502657,571,0.806497
development technology,discovered,2083.385397,1094,0.432240
coal iron,discovered,2082.104788,642,0.718925
efficient supply,discovered,2081.487583,734,0.628963
high inflationary,discovered,2080.445369,781,0.591219
rise raw,discovered,2080.203267,637,0.723864
growth renewable,discovered,2079.970801,573,0.802521
slowing economic,discovered,2079.819564,609,0.756522
level economic,discovered,2079.539240,739,0.624155
global capital,discovered,2078.849803,859,0.538558
especially middle,discovered,2078.675093,699,0.659434
major raw,discovered,2078.648252,572,0.803371
low rates,discovered,2078.621821,3273,0.210091
positive economic,discovered,2077.852811,1082,0.435412
china significant,discovered,2077.732709,760,0.606544
new covid,discovered,2077.593504,756,0.609677
states world,discovered,2077.444832,743,0.620200
technology high,discovered,2077.388692,871,0.531098
response covid,discovered,2077.388351,1338,0.364876
growth north,discovered,2075.723958,2892,0.223010
reciprocal tariffs,discovered,2075.321012,562,0.815675
green ammonia,discovered,2074.573766,686,0.670577
general election,discovered,2074.573435,722,0.637246
growing economy,discovered,2073.827949,861,0.536115
multiple countries,discovered,2073.234526,1029,0.454305
border trade,discovered,2072.873100,626,0.733880
trade negotiations,discovered,2072.287196,537,0.849684
technology providers,discovered,2072.232345,772,0.595679
world really,discovered,2071.835110,1299,0.372740
world population,discovered,2071.308681,779,0.590152
chain teams,discovered,2070.728409,739,0.621531
vehicle supply,discovered,2070.717461,600,0.764331
gas deliveries,discovered,2070.523228,535,0.851911
economy china,discovered,2068.842123,588,0.778808
including europe,discovered,2068.778915,900,0.512821
technology provider,discovered,2067.989441,928,0.498121
current trade,discovered,2066.838620,549,0.830560
supply risk,discovered,2065.622212,518,0.875000
security offering,discovered,2063.228585,526,0.862295
important project,discovered,2061.202073,1180,0.401497
year economic,discovered,2059.429506,930,0.495208
protection market,discovered,2058.815650,695,0.656900
based oil,discovered,2058.465496,638,0.715247
chinese markets,discovered,2057.132580,624,0.730679
gas realizations,discovered,2056.081768,587,0.775429
technology nodes,discovered,2055.732752,848,0.539440
ore imports,discovered,2055.133536,520,0.868114
period uncertainty,discovered,2052.700082,1003,0.460726
grain prices,discovered,2051.020808,1006,0.459151
given geopolitical,discovered,2049.166173,456,0.962025
related lockdowns,discovered,2048.644635,675,0.672981
china does,discovered,2047.840978,647,0.701735
growing middle,discovered,2043.864871,752,0.603047
places world,discovered,2041.946737,1196,0.393939
leading supplier,discovered,2041.730789,1084,0.428120
provide technology,discovered,2041.619724,769,0.589272
strategic supply,discovered,2041.518360,517,0.867450
gas switching,discovered,2041.495334,476,0.929688
ministry defense,discovered,2041.473897,784,0.578171
domestic natural,discovered,2041.097868,462,0.950617
security network,discovered,2039.791035,481,0.921456
economy growing,discovered,2039.018979,985,0.465501
russian ukraine,discovered,2039.014020,490,0.907407
solutions world,discovered,2037.201252,614,0.735329
international supply,discovered,2036.984190,611,0.738815
focus government,discovered,2036.466684,592,0.761905
time global,discovered,2036.193806,792,0.571017
power generators,discovered,2036.060209,609,0.740876
shipments china,discovered,2035.415804,712,0.634016
seeing green,discovered,2034.435169,899,0.505340
economic scenario,discovered,2032.410310,1047,0.439547
coal markets,discovered,2032.190647,912,0.498088
global clients,discovered,2028.844308,964,0.472549
development energy,discovered,2026.648978,530,0.842607
efficiency supply,discovered,2026.153298,695,0.646512
different supply,discovered,2025.035985,601,0.746584
sentiment remains,discovered,2024.647348,509,0.873070
coming united,discovered,2024.565682,652,0.688490
security program,discovered,2024.290773,469,0.934263
greater supply,discovered,2023.890752,546,0.818591
countries asia,discovered,2022.911119,943,0.480877
data storage,discovered,2020.917701,1781,0.290870
currency depreciation,discovered,2018.689080,957,0.473528
supply product,discovered,2018.147691,1021,0.446632
creating uncertainty,discovered,2016.084293,487,0.903525
effects global,discovered,2015.735239,513,0.863636
course covid,discovered,2015.559007,825,0.543478
facility china,discovered,2015.129778,937,0.481996
subject tariffs,discovered,2014.597042,538,0.826421
electricity production,discovered,2013.159258,733,0.609310
related raw,discovered,2012.570079,663,0.673096
supply sales,discovered,2012.478058,701,0.636694
technologies business,discovered,2012.175563,1109,0.414579
oil fields,discovered,2012.004024,861,0.520871
states department,discovered,2011.366985,517,0.855960
new renewable,discovered,2010.888252,792,0.564103
chain things,discovered,2010.868642,570,0.780822
important development,discovered,2010.321339,1291,0.365722
baseload power,discovered,2007.442950,462,0.939024
uncertainty covid,discovered,2007.145541,828,0.539414
security protection,discovered,2006.702616,477,0.915547
economic policy,discovered,2004.533531,493,0.889892
conditions china,discovered,2004.033636,602,0.737745
chain crisis,discovered,2003.348629,470,0.925197
asia india,discovered,2003.034427,799,0.557183
exposure oil,discovered,2002.862126,785,0.566787
transfer technology,discovered,1999.920880,512,0.859060
economic environmental,discovered,1997.965628,497,0.881206
come supply,discovered,1996.865494,617,0.717442
china terms,discovered,1996.442343,871,0.511450
climate action,discovered,1994.725099,696,0.635616
global supplier,discovered,1994.638860,673,0.657227
fish oil,discovered,1994.430374,856,0.519417
terms security,discovered,1994.322667,643,0.687701
like south,discovered,1994.022819,943,0.474585
customers united,discovered,1993.269399,730,0.605809
export control,discovered,1993.035497,472,0.918288
largest gas,discovered,1992.767555,474,0.915058
working suppliers,discovered,1992.256982,1086,0.418497
tariff issues,discovered,1991.988798,493,0.885099
plant china,discovered,1991.144915,951,0.470326
worldwide demand,discovered,1989.536357,745,0.592681
course energy,discovered,1989.110027,533,0.823802
19 lockdowns,discovered,1987.882819,554,0.793696
trade routes,discovered,1987.863200,493,0.883513
organizations world,discovered,1986.957024,674,0.653734
gas ve,discovered,1986.335448,683,0.644948
impacts tariffs,discovered,1984.797001,605,0.727163
recent economic,discovered,1984.674504,792,0.556962
energy electricity,discovered,1983.736956,551,0.796243
particularly south,discovered,1982.301845,839,0.526349
geopolitical instability,discovered,1979.071914,425,0.983796
america north,discovered,1977.501912,1128,0.402713
trade case,discovered,1977.211460,644,0.680761
technologies customers,discovered,1977.085329,626,0.700224
semiconductor companies,discovered,1976.884893,1062,0.423783
markets oil,discovered,1976.820746,586,0.747449
geopolitical landscape,discovered,1976.565841,438,0.964758
steel imports,discovered,1975.660335,483,0.894444
infrastructure power,discovered,1974.467116,516,0.843137
korea china,discovered,1974.426601,1029,0.435095
lng terminals,discovered,1974.264038,476,0.904943
low supply,discovered,1972.705335,667,0.655851
gas year,discovered,1972.248594,767,0.571109
government contracts,discovered,1971.153911,1289,0.360559
changes global,discovered,1971.088181,624,0.700337
steel sector,discovered,1970.261720,658,0.663976
given political,discovered,1970.180339,536,0.812121
chain transformation,discovered,1969.991538,703,0.621574
purchase power,discovered,1969.722299,1237,0.372254
market disruption,discovered,1969.390222,1003,0.444002
material suppliers,discovered,1968.640963,665,0.656466
like data,discovered,1968.494192,1323,0.352988
blue chip,discovered,1968.195942,1884,0.275761
government solutions,discovered,1967.904890,756,0.577982
security important,discovered,1967.828778,444,0.952790
fact supply,discovered,1967.528217,606,0.719715
chain work,discovered,1965.401324,571,0.762350
chain planning,discovered,1965.243704,532,0.815951
terms tariff,discovered,1965.168121,537,0.808735
technology areas,discovered,1963.855397,946,0.466700
expected supply,discovered,1963.824975,543,0.799705
impact climate,discovered,1962.326595,497,0.867365
transition energy,discovered,1962.304554,439,0.958515
higher fuel,discovered,1961.187568,2093,0.258045
government organizations,discovered,1959.529184,569,0.762735
carbon solutions,discovered,1958.568274,661,0.657058
gas areas,discovered,1958.153140,606,0.716312
cost power,discovered,1957.391875,931,0.472110
power electronics,discovered,1956.997027,1274,0.361829
technology create,discovered,1955.775901,769,0.565026
general uncertainty,discovered,1954.775229,582,0.744246
government new,discovered,1954.696681,712,0.609068
gas used,discovered,1954.680848,557,0.776848
large data,discovered,1954.198559,1012,0.437527
macroeconomic scenario,discovered,1953.040248,931,0.471154
reduce supply,discovered,1951.229926,562,0.768810
government segment,discovered,1950.229165,969,0.453864
reduction energy,discovered,1949.346212,683,0.632994
truly global,discovered,1948.447131,1182,0.382772
particular europe,discovered,1948.375844,784,0.552502
major north,discovered,1948.343761,619,0.697858
impact north,discovered,1947.724428,772,0.560639
gas businesses,discovered,1947.537766,741,0.583465
shortage situation,discovered,1947.361730,492,0.869258
gas producing,discovered,1947.114784,548,0.786227
power natural,discovered,1946.676306,471,0.902299
important contributor,discovered,1946.532912,1258,0.363899
energy group,discovered,1945.869443,905,0.481896
demand economic,discovered,1945.742837,500,0.856164
tariff adjustment,discovered,1944.838220,610,0.706837
global defense,discovered,1944.669816,452,0.931959
development supply,discovered,1944.241706,618,0.697517
concerns supply,discovered,1943.979751,424,0.974713
america continued,discovered,1943.573763,1005,0.438099
producing countries,discovered,1943.214248,572,0.752632
trade patterns,discovered,1942.230206,471,0.900574
materials use,discovered,1941.541684,602,0.714964
nuclear plants,discovered,1941.229044,866,0.500868
oil sales,discovered,1938.879563,885,0.490305
technology projects,discovered,1937.862789,852,0.507747
protection agency,discovered,1937.097015,631,0.680690
infrastructure supply,discovered,1936.622023,480,0.883978
brazil russia,discovered,1936.065309,861,0.502334
uncertainty supply,discovered,1935.308246,450,0.931677
materials continue,discovered,1933.853553,625,0.686059
changing world,discovered,1933.739554,795,0.541184
year government,discovered,1933.370959,1082,0.409228
cost electricity,discovered,1932.271861,765,0.561262
higher input,discovered,1931.423410,1713,0.289652
china actually,discovered,1930.605278,1102,0.402484
growth economic,discovered,1929.668588,872,0.494892
generate electricity,discovered,1929.128957,565,0.756359
advanced security,discovered,1928.609741,558,0.765432
american production,discovered,1928.162033,771,0.555876
chain resilience,discovered,1927.968114,425,0.968109
bring gas,discovered,1927.912214,514,0.827697
member states,discovered,1927.637869,739,0.579154
technology investment,discovered,1927.206722,1237,0.365868
cycle power,discovered,1927.021041,477,0.884972
look world,discovered,1925.900105,1289,0.354121
having supply,discovered,1924.709298,630,0.677419
technology use,discovered,1924.396656,1017,0.429839
security privacy,discovered,1923.581562,516,0.822967
defense homeland,discovered,1923.210990,424,0.968037
support data,discovered,1922.423377,648,0.657868
energy marketing,discovered,1921.289539,904,0.476793
government doing,discovered,1921.027305,684,0.622951
environmental standards,discovered,1919.598570,579,0.734772
south east,discovered,1915.455608,1731,0.286116
supply partners,discovered,1915.433011,788,0.540837
security issue,discovered,1915.349531,449,0.925773
uncertainty potential,discovered,1914.688144,529,0.800303
integrated global,discovered,1912.393696,693,0.612191
gas chemical,discovered,1911.133166,543,0.779053
tariff revision,discovered,1910.954624,539,0.784571
government industry,discovered,1910.872928,589,0.719170
caused pandemic,discovered,1910.158334,820,0.519316
higher supply,discovered,1909.379872,932,0.461158
importance having,discovered,1909.209685,779,0.545136
related government,discovered,1908.085760,856,0.498254
proven technology,discovered,1906.466126,851,0.500588
current inflationary,discovered,1905.348449,718,0.589007
pandemic situation,discovered,1905.037372,977,0.441283
terms macro,discovered,1904.567030,935,0.458783
global recovery,discovered,1904.462901,643,0.656793
