bigram,origin,G2,target_freq,target_share
market lower,discovered,2390.041099,1599,0.354231
products provide,discovered,2389.081340,1746,0.331435
value stakeholders,discovered,2388.641654,2612,0.254383
challenges current,discovered,2388.383404,825,0.642023
prices half,discovered,2388.312080,900,0.589005
global travel,discovered,2388.299204,929,0.570990
engineering capabilities,discovered,2387.647449,1013,0.525143
economic impacts,discovered,2387.109848,818,0.647152
technology believe,discovered,2386.885141,1091,0.489677
container shipping,discovered,2386.609082,860,0.615605
manufacturing logistics,discovered,2384.700547,963,0.550600
issue supply,discovered,2384.081697,717,0.736896
private sectors,discovered,2383.714985,630,0.834437
related uncertainty,discovered,2383.505175,636,0.827048
risk having,discovered,2383.117599,998,0.531700
integrated model,discovered,2382.910091,1249,0.432929
remains constrained,discovered,2382.831646,649,0.811250
circular economy,discovered,2382.688062,1442,0.383511
edge ai,discovered,2382.354584,858,0.615937
technology technology,discovered,2382.054698,1135,0.471346
gas availability,discovered,2382.021820,544,0.944444
palo alto,discovered,2381.955762,1180,0.455071
macro concerns,discovered,2381.599449,724,0.729104
manufacturing equipment,discovered,2381.528675,1189,0.451919
address needs,discovered,2381.247286,1449,0.381818
government budget,discovered,2381.147033,791,0.667511
inflection point,discovered,2380.737942,4813,0.188332
key technology,discovered,2380.607071,1083,0.491826
showed signs,discovered,2380.537152,892,0.592297
uncertainty think,discovered,2380.247201,810,0.651649
demand quarter,discovered,2379.929847,2182,0.283450
sour crude,discovered,2379.891406,701,0.752146
labor constraints,discovered,2379.877807,964,0.548975
order supply,discovered,2379.650301,671,0.784795
economic social,discovered,2379.370070,759,0.695055
build supply,discovered,2378.997308,694,0.759300
remain place,discovered,2378.636725,1551,0.361370
particularly north,discovered,2378.187009,1962,0.304092
presence china,discovered,2377.938524,949,0.556925
industrial growth,discovered,2377.427430,984,0.537705
impacted sales,discovered,2376.912671,1849,0.316827
pivotal role,discovered,2376.267598,918,0.574828
business united,discovered,2376.152808,1364,0.400587
tariff uncertainty,discovered,2375.507778,685,0.767937
national infrastructure,discovered,2375.303358,618,0.846575
east russia,discovered,2374.766239,657,0.799270
environment uncertainty,discovered,2374.202486,737,0.714147
recently awarded,discovered,2374.107790,1477,0.375063
production lines,discovered,2373.977675,2164,0.284512
battery supply,discovered,2372.949991,563,0.916938
markets impacted,discovered,2372.923555,1078,0.492462
firm transportation,discovered,2372.427391,986,0.535578
labor availability,discovered,2370.622531,1288,0.419681
looking technology,discovered,2370.505620,925,0.569231
grid infrastructure,discovered,2370.363550,581,0.892473
frac sand,discovered,2370.171185,1177,0.454090
integrated energy,discovered,2369.736165,732,0.717647
real gdp,discovered,2369.599708,815,0.644778
environment energy,discovered,2369.043795,648,0.807980
management operations,discovered,2368.906338,1266,0.425689
core competencies,discovered,2368.811868,2344,0.270108
signed agreement,discovered,2368.375108,2612,0.253125
unconventional gas,discovered,2368.101491,669,0.783372
global industry,discovered,2367.814305,1071,0.494460
manufacturing capability,discovered,2366.965273,1396,0.391695
digital technologies,discovered,2366.822147,1181,0.452144
enable new,discovered,2366.573100,898,0.585016
supply global,discovered,2365.968381,532,0.955117
chain able,discovered,2365.366846,723,0.725176
government just,discovered,2364.818173,878,0.597686
important given,discovered,2364.774722,1099,0.482229
closely government,discovered,2364.560168,610,0.853147
development effort,discovered,2364.245068,1206,0.443382
world supply,discovered,2363.053485,584,0.886191
potential trade,discovered,2362.424605,549,0.932088
additional funding,discovered,2360.699209,1741,0.329236
demand chinese,discovered,2360.253808,646,0.807500
especially related,discovered,2359.707270,1070,0.493315
continues robust,discovered,2359.416204,1557,0.358013
automotive customers,discovered,2359.336044,1202,0.443870
infrastructure provider,discovered,2359.071067,570,0.903328
recent developments,discovered,2358.875305,2374,0.267312
think uncertainty,discovered,2358.764813,1051,0.501431
technical services,discovered,2358.560727,1664,0.340217
changes government,discovered,2357.649482,689,0.757976
volatility financial,discovered,2356.925208,817,0.639781
higher value,discovered,2355.907302,4838,0.187142
projects particularly,discovered,2355.183179,992,0.528785
client needs,discovered,2355.182306,1392,0.391011
opportunities supply,discovered,2354.763195,615,0.843621
increased global,discovered,2354.691375,899,0.581501
higher inventories,discovered,2353.839992,1116,0.473483
tons annum,discovered,2353.609903,1046,0.502643
sector clients,discovered,2353.191166,712,0.732510
supply just,discovered,2351.851852,819,0.636858
services continue,discovered,2351.206941,1915,0.306793
opportunities increase,discovered,2351.078418,1950,0.302983
states think,discovered,2350.823513,1121,0.471008
impact inflation,discovered,2350.652714,1876,0.311163
pressure high,discovered,2350.552479,920,0.567551
world bank,discovered,2349.293926,938,0.556677
europe world,discovered,2349.216720,776,0.671280
demand globally,discovered,2349.065087,783,0.665251
impact commodity,discovered,2349.008824,930,0.561255
nickel cobalt,discovered,2348.850503,649,0.800247
western world,discovered,2347.367768,1279,0.418658
affordable reliable,discovered,2347.069527,575,0.892857
coal price,discovered,2346.007318,1481,0.370713
low consumer,discovered,2345.878869,685,0.758583
macro issues,discovered,2345.710967,1070,0.490601
supported long,discovered,2345.691388,755,0.688869
deep sea,discovered,2345.428066,791,0.657523
state government,discovered,2344.059197,1736,0.328228
automotive supply,discovered,2343.992299,593,0.868228
chain optimization,discovered,2343.930947,994,0.525370
developed world,discovered,2343.764640,1154,0.457573
pacific middle,discovered,2343.529108,815,0.637715
gasoline prices,discovered,2343.507926,1302,0.411765
believe demand,discovered,2343.361899,1698,0.333530
investments critical,discovered,2342.122368,681,0.761745
government markets,discovered,2342.063093,634,0.815959
recently signed,discovered,2341.537044,2250,0.275095
mining sector,discovered,2341.497653,1280,0.417482
winter storm,discovered,2340.728105,1259,0.423336
security strategy,discovered,2340.190624,559,0.911909
ready support,discovered,2340.178801,855,0.607244
affect demand,discovered,2340.081070,671,0.772152
rail transportation,discovered,2339.334213,723,0.717262
business expected,discovered,2339.109586,2270,0.273395
wins quarter,discovered,2338.512067,2259,0.274184
application development,discovered,2337.380365,1486,0.368643
lower supply,discovered,2337.290999,856,0.605803
certain parts,discovered,2336.854772,2203,0.278438
pipeline gas,discovered,2336.299858,593,0.865693
public infrastructure,discovered,2335.899210,793,0.653213
help protect,discovered,2335.895778,1044,0.500000
robust supply,discovered,2335.425998,648,0.797048
market outlook,discovered,2334.464231,3176,0.225729
given significant,discovered,2334.049187,2243,0.275080
supply growing,discovered,2333.335968,599,0.856938
world biggest,discovered,2333.328422,818,0.632637
term prices,discovered,2333.063894,780,0.663265
able mitigate,discovered,2332.417833,1596,0.348168
position help,discovered,2331.851161,958,0.541549
saint gobain,discovered,2331.669810,1017,0.511569
chain remains,discovered,2331.630334,526,0.952899
electric motors,discovered,2331.472679,669,0.771626
export oriented,discovered,2331.313268,638,0.807595
limited impact,discovered,2331.275422,1906,0.305988
edge computing,discovered,2330.754593,883,0.585932
infrastructure construction,discovered,2330.562015,978,0.530657
new regulations,discovered,2330.517283,1867,0.310339
growing areas,discovered,2330.403969,1270,0.418589
defense agency,discovered,2330.249588,533,0.943363
developed markets,discovered,2329.643251,2842,0.239145
market volatile,discovered,2329.294145,938,0.552089
feeling impact,discovered,2329.166537,863,0.598890
investments energy,discovered,2329.038866,654,0.787952
opportunities believe,discovered,2328.667914,1681,0.334461
gas producer,discovered,2328.335255,580,0.880121
rapidly expanding,discovered,2328.206038,1405,0.384405
demand year,discovered,2327.913278,1990,0.296838
use applications,discovered,2327.651016,703,0.733820
expansion plans,discovered,2327.639922,2845,0.238895
experienced supply,discovered,2327.578598,516,0.964486
forecast reflects,discovered,2327.051178,998,0.519792
comes supply,discovered,2326.740015,673,0.765643
china particularly,discovered,2326.493129,861,0.599582
position china,discovered,2326.492958,972,0.532895
increased capacity,discovered,2326.378990,2489,0.257660
security administration,discovered,2325.988836,575,0.885978
heat recovery,discovered,2325.918868,790,0.652893
technology platform,discovered,2325.331638,4281,0.195837
crude price,discovered,2324.634729,1128,0.463625
demand renewable,discovered,2324.070648,605,0.846154
gas area,discovered,2323.811308,841,0.612974
supply outlook,discovered,2323.349085,639,0.803774
china including,discovered,2323.116870,779,0.661290
political landscape,discovered,2321.252147,642,0.799502
utility industry,discovered,2321.098333,768,0.670157
security energy,discovered,2320.642228,498,0.984190
government focus,discovered,2319.540735,600,0.851064
given potential,discovered,2319.440075,1340,0.398454
recovery market,discovered,2319.364528,1476,0.368355
gas ngl,discovered,2318.009794,854,0.602257
space market,discovered,2317.086279,1231,0.427876
lot demand,discovered,2316.483440,2610,0.250024
conditions including,discovered,2316.348608,1226,0.429272
idiq contract,discovered,2316.339901,636,0.805063
discussions potential,discovered,2315.844953,1640,0.339264
cyber resilience,discovered,2315.621393,570,0.889236
japan australia,discovered,2315.557420,994,0.519331
projects support,discovered,2315.386590,845,0.607914
key partner,discovered,2315.278314,906,0.567669
growth world,discovered,2315.182871,1190,0.440415
growth forecast,discovered,2313.720022,1631,0.340430
supply right,discovered,2313.695384,757,0.677708
enhance security,discovered,2312.982503,547,0.919328
current high,discovered,2311.557631,1049,0.492951
feed tariff,discovered,2311.289965,1009,0.511145
essential role,discovered,2310.609201,602,0.845506
continues remain,discovered,2309.125109,2521,0.254621
played important,discovered,2308.223547,965,0.532561
price hikes,discovered,2307.527154,2111,0.283851
prices expect,discovered,2307.456632,1281,0.412030
russian oil,discovered,2307.156283,578,0.875758
coal generation,discovered,2307.044111,764,0.669588
support large,discovered,2305.573453,892,0.574003
customers want,discovered,2305.441831,4694,0.187790
user demand,discovered,2305.347236,1444,0.373030
increased costs,discovered,2305.311962,3274,0.220873
large small,discovered,2305.294167,1799,0.316113
positive developments,discovered,2305.269583,2137,0.281443
mitigate impacts,discovered,2305.101345,941,0.544876
strategic partner,discovered,2305.050228,2400,0.261866
term commitments,discovered,2304.836232,1281,0.411632
inventories supply,discovered,2304.398158,580,0.872180
weakness china,discovered,2304.285577,749,0.682149
local chinese,discovered,2303.784014,838,0.609898
volume demand,discovered,2303.536839,1141,0.455126
order address,discovered,2302.710463,1020,0.504202
tariffs announced,discovered,2301.524606,587,0.861968
economic issues,discovered,2301.351815,1004,0.511462
playing key,discovered,2300.964177,689,0.740064
domestic capacity,discovered,2299.512773,892,0.572529
unique opportunity,discovered,2298.853534,2328,0.266301
growth continues,discovered,2298.316910,3319,0.219047
energy strategy,discovered,2298.273850,660,0.771028
solution set,discovered,2298.225659,1359,0.390854
endpoint security,discovered,2297.564734,697,0.730608
customers continued,discovered,2297.404225,1797,0.315595
price price,discovered,2297.302989,1771,0.318869
low visibility,discovered,2297.066172,895,0.570064
water waste,discovered,2296.528694,815,0.625000
chain inflation,discovered,2296.251492,585,0.862832
significant energy,discovered,2296.016812,653,0.778308
effective solutions,discovered,2294.020515,924,0.551971
increased use,discovered,2293.979425,1584,0.345776
american automotive,discovered,2293.666041,717,0.709199
mobile broadband,discovered,2293.662433,2029,0.290147
technology group,discovered,2293.497076,1087,0.473638
19 impact,discovered,2293.284102,1779,0.317452
risk insurance,discovered,2293.238441,755,0.673506
sector particularly,discovered,2291.811272,851,0.597612
chain efficiency,discovered,2291.790679,868,0.586090
continue challenged,discovered,2291.666042,989,0.516719
lot discussion,discovered,2291.565478,2533,0.252794
carbon neutral,discovered,2291.344388,1412,0.377944
china markets,discovered,2291.223213,936,0.544503
remain mindful,discovered,2291.012578,740,0.686456
building industry,discovered,2290.901125,1012,0.505495
transmission lines,discovered,2290.378360,1236,0.422131
infrastructure providers,discovered,2289.253058,546,0.913043
domestic global,discovered,2288.924636,808,0.628305
provide safe,discovered,2288.439192,800,0.634417
quarter natural,discovered,2288.318877,781,0.649750
temporary supply,discovered,2287.974351,518,0.950459
continue assess,discovered,2286.887596,1885,0.304278
component strategy,discovered,2286.866567,1163,0.444572
growth government,discovered,2286.078500,890,0.570513
environment economic,discovered,2285.548318,727,0.697028
uk europe,discovered,2284.905025,1226,0.424221
low earth,discovered,2284.904552,552,0.903437
pipeline systems,discovered,2284.228365,849,0.597046
process technologies,discovered,2284.131952,924,0.549673
growing economies,discovered,2283.557225,671,0.753933
strategic value,discovered,2283.495021,1852,0.307692
domain expertise,discovered,2282.442081,1509,0.357498
continue drive,discovered,2282.015878,10825,0.143248
technology applications,discovered,2281.704563,813,0.622511
seen recent,discovered,2281.621753,2726,0.241903
power gen,discovered,2281.470626,1283,0.407560
risk ve,discovered,2280.629660,901,0.562422
support economic,discovered,2280.421039,573,0.873476
important energy,discovered,2280.413214,540,0.918367
potential negative,discovered,2277.590184,981,0.517678
markets expected,discovered,2277.325206,1192,0.433455
latin american,discovered,2277.133085,3297,0.218765
product portfolio,discovered,2275.344101,10000,0.146060
improve security,discovered,2275.300994,544,0.911223
american european,discovered,2274.986622,1117,0.458727
high pressure,discovered,2274.602781,1765,0.317389
broader economy,discovered,2274.358527,1217,0.425227
supply price,discovered,2274.179048,636,0.791045
low emission,discovered,2273.479893,745,0.676658
services meet,discovered,2273.427874,844,0.597734
focus markets,discovered,2273.301868,1282,0.406597
greater demand,discovered,2273.191508,1258,0.413136
services enable,discovered,2273.149110,765,0.658915
seeing prices,discovered,2272.936681,1018,0.499020
lot political,discovered,2272.853923,656,0.767251
oil storage,discovered,2272.140593,652,0.771598
meet global,discovered,2271.525614,564,0.882629
prices crude,discovered,2270.875688,620,0.809399
free energy,discovered,2270.665071,543,0.911074
russia invasion,discovered,2270.592248,504,0.963671
commodities like,discovered,2270.513483,694,0.725183
social security,discovered,2270.314632,1440,0.369325
china manufacturing,discovered,2268.917863,701,0.717503
economic risk,discovered,2268.537847,623,0.804910
power needs,discovered,2267.837504,651,0.771327
remains committed,discovered,2267.828145,1519,0.353914
issues impacting,discovered,2267.394853,893,0.564119
greenhouse gases,discovered,2267.139827,747,0.672973
demand weakness,discovered,2265.495671,882,0.570505
federal market,discovered,2265.464305,729,0.689036
market customers,discovered,2265.303854,2415,0.258206
core focus,discovered,2265.199201,1600,0.339919
aerospace industry,discovered,2264.441757,1073,0.473731
multi million,discovered,2264.278332,1372,0.383133
focused meeting,discovered,2263.492747,907,0.554740
contract extension,discovered,2263.374531,1138,0.449092
environment global,discovered,2262.991361,668,0.750562
settlement agreement,discovered,2261.684689,1751,0.317901
solutions data,discovered,2261.661655,697,0.719298
term drivers,discovered,2261.584548,910,0.552520
march early,discovered,2260.201562,1001,0.504282
gas think,discovered,2259.430221,814,0.615734
deliver long,discovered,2258.620859,2298,0.265542
technology critical,discovered,2258.294774,569,0.871363
market related,discovered,2258.287474,2032,0.286925
pass pricing,discovered,2257.881705,886,0.566134
mountain pass,discovered,2257.669229,568,0.872504
coming years,discovered,2257.522392,10528,0.143861
important market,discovered,2257.438214,3122,0.223847
hardware software,discovered,2257.288037,2804,0.236804
executive orders,discovered,2256.810038,590,0.842857
financial risk,discovered,2256.536065,1310,0.396849
electronic materials,discovered,2256.438083,1095,0.463590
producing regions,discovered,2255.749520,599,0.830791
alto networks,discovered,2255.269518,633,0.788294
power business,discovered,2254.759937,2576,0.248050
believe customers,discovered,2254.675571,1676,0.327344
improvement demand,discovered,2254.407820,1328,0.392087
environment demand,discovered,2254.072466,847,0.590656
food prices,discovered,2253.532166,882,0.567568
technology manufacturing,discovered,2252.742320,858,0.582880
increasing use,discovered,2252.327523,1071,0.472222
based raw,discovered,2251.992938,722,0.691571
brazilian market,discovered,2251.792923,1721,0.320843
reliable efficient,discovered,2251.366038,588,0.843615
project wins,discovered,2251.117497,1038,0.485728
gas turbine,discovered,2250.384947,1452,0.364366
deliver energy,discovered,2249.732057,526,0.927690
cell electric,discovered,2249.678795,618,0.804688
demand led,discovered,2249.266663,907,0.551368
continues negatively,discovered,2248.861687,747,0.667560
situation impact,discovered,2248.232911,706,0.706000
availability new,discovered,2247.930656,970,0.516782
does require,discovered,2246.894246,2174,0.273907
pricing supply,discovered,2246.666336,690,0.721757
impacted recent,discovered,2245.780670,801,0.621894
domestic oil,discovered,2245.761975,596,0.831241
volatile uncertain,discovered,2245.509141,640,0.776699
electrical infrastructure,discovered,2245.089508,724,0.687559
companies china,discovered,2244.081490,941,0.531038
uncertain macro,discovered,2243.821051,1026,0.489504
serve large,discovered,2243.088287,755,0.658813
steel producers,discovered,2242.765997,792,0.628073
industry large,discovered,2241.125525,1201,0.424682
impact lower,discovered,2241.107754,4367,0.191200
carbon fiber,discovered,2240.941052,1297,0.397853
highly experienced,discovered,2240.371486,1204,0.423645
energy usage,discovered,2240.175731,918,0.542874
supply increased,discovered,2240.144160,620,0.798969
spending patterns,discovered,2240.085332,1250,0.410240
eastern european,discovered,2239.392192,1853,0.303472
identity security,discovered,2239.185516,663,0.748307
tons day,discovered,2238.656018,1830,0.306020
wireless carriers,discovered,2238.417639,1271,0.404262
gas continues,discovered,2238.097575,592,0.833803
demand mainly,discovered,2238.032746,635,0.780098
additional infrastructure,discovered,2237.258500,882,0.563578
supply position,discovered,2237.128692,620,0.797941
demand increases,discovered,2237.006496,1136,0.445141
term agreement,discovered,2236.962851,1504,0.352886
remain intact,discovered,2236.923363,1530,0.348281
thermal generation,discovered,2236.718809,873,0.569100
management data,discovered,2236.645193,836,0.593750
reduction carbon,discovered,2236.303139,676,0.733189
markets energy,discovered,2235.702738,612,0.807388
demand segments,discovered,2235.597006,853,0.581855
current energy,discovered,2235.399794,586,0.840746
opportunities new,discovered,2235.352233,2576,0.246838
environment increased,discovered,2235.054674,864,0.574468
look oil,discovered,2234.203866,807,0.614155
strong strategic,discovered,2233.800998,1201,0.423484
public hearing,discovered,2232.933149,812,0.610068
china vietnam,discovered,2232.638167,765,0.647208
food production,discovered,2232.330636,763,0.648810
distribution services,discovered,2232.059170,1085,0.462884
opportunities region,discovered,2231.767721,830,0.596693
facing challenging,discovered,2230.708969,828,0.597834
faster growing,discovered,2230.234279,2057,0.282361
sustainable growth,discovered,2230.208059,5746,0.171799
contingency plan,discovered,2229.901396,988,0.504082
business continues,discovered,2229.232267,8491,0.151834
supply conditions,discovered,2228.760984,704,0.701894
east southeast,discovered,2228.346455,670,0.737074
affected economic,discovered,2228.266694,694,0.711795
improved supply,discovered,2228.093978,956,0.519565
federal reserve,discovered,2227.801726,2333,0.260962
thermal energy,discovered,2227.765565,648,0.761457
increasing capacity,discovered,2227.556651,2129,0.276027
prices price,discovered,2227.335619,1015,0.491050
levels demand,discovered,2227.205508,1398,0.372403
seeing potential,discovered,2225.636698,1191,0.425205
price pressures,discovered,2225.377397,1289,0.397594
highest priority,discovered,2225.118339,1724,0.317729
driver demand,discovered,2225.118228,750,0.657895
macro geopolitical,discovered,2224.685162,514,0.936248
manufacturing processes,discovered,2223.166171,1723,0.317662
critical strategic,discovered,2222.340593,675,0.729730
australia china,discovered,2221.666093,820,0.601173
existing gas,discovered,2221.432263,543,0.894563
clean tech,discovered,2221.061973,716,0.687800
looking make,discovered,2221.023198,1798,0.308088
marine corps,discovered,2220.600636,1039,0.479244
markets believe,discovered,2220.254606,1770,0.311400
non china,discovered,2220.195480,703,0.700199
development global,discovered,2219.296937,808,0.609351
given economic,discovered,2218.821126,1631,0.330028
europe canada,discovered,2218.725434,1218,0.415984
canadian economy,discovered,2218.410445,759,0.648164
prices commodity,discovered,2218.398278,709,0.693738
build inventory,discovered,2218.362784,2519,0.248913
likely persist,discovered,2218.059132,809,0.608271
elevated inflation,discovered,2217.503797,582,0.839827
customers communities,discovered,2217.351124,1740,0.314875
emissions 2050,discovered,2217.038491,574,0.850370
used cooking,discovered,2216.060735,539,0.898333
sustainability goals,discovered,2216.008342,1108,0.451324
demand mobile,discovered,2215.983165,904,0.545235
like mexico,discovered,2215.343901,948,0.520879
environment believe,discovered,2215.066334,1584,0.336806
sustainable infrastructure,discovered,2214.895669,562,0.865948
access critical,discovered,2214.372591,547,0.886548
contracts customers,discovered,2213.585523,1480,0.354406
providing essential,discovered,2213.518169,560,0.868217
costs customers,discovered,2213.293417,1283,0.397337
ensure safety,discovered,2213.204011,1052,0.472384
european region,discovered,2213.072493,1297,0.393746
states mexico,discovered,2212.796143,683,0.718191
particular focus,discovered,2212.565894,1746,0.313634
unique solutions,discovered,2211.802063,810,0.605834
government continues,discovered,2211.411408,711,0.689622
strong long,discovered,2211.009208,1676,0.322742
think oil,discovered,2210.968679,1076,0.462398
amp infrastructure,discovered,2210.649076,1185,0.424579
increased tariffs,discovered,2210.161429,588,0.829337
strong order,discovered,2209.873399,3078,0.223043
data platform,discovered,2209.425437,1573,0.337916
value money,discovered,2209.316234,2052,0.281096
gets resolved,discovered,2208.812625,732,0.669104
nonresidential construction,discovered,2207.175134,1370,0.375754
remain agile,discovered,2206.821134,774,0.632353
systems business,discovered,2206.708197,3078,0.222882
systems integration,discovered,2205.893879,1832,0.302710
infrastructure network,discovered,2205.366387,661,0.739374
winter weather,discovered,2204.983823,2223,0.267027
export growth,discovered,2204.764474,736,0.664260
just united,discovered,2204.764474,736,0.664260
balanced supply,discovered,2204.675606,624,0.781955
technology transition,discovered,2204.655757,756,0.646707
fuel cost,discovered,2203.512310,2608,0.243170
europe growing,discovered,2202.661251,1068,0.463944
gen ai,discovered,2202.563190,1666,0.323244
government terms,discovered,2201.838037,803,0.608333
security reliability,discovered,2201.085431,502,0.945386
industrial iot,discovered,2200.609634,874,0.559539
satellite communication,discovered,2200.314808,582,0.833811
impact chinese,discovered,2199.983297,697,0.699799
remains resilient,discovered,2199.609556,1017,0.484516
world demand,discovered,2199.360230,758,0.643463
ballistic missile,discovered,2199.151195,513,0.929348
support mission,discovered,2198.523484,667,0.730559
projects continue,discovered,2198.372862,1697,0.318566
company believe,discovered,2196.846132,1664,0.322919
19 global,discovered,2196.686623,601,0.807796
greater access,discovered,2196.412836,922,0.530495
cyber intelligence,discovered,2194.801614,580,0.834532
trends like,discovered,2194.561602,1111,0.446364
power companies,discovered,2194.387604,701,0.694059
geopolitical economic,discovered,2193.689287,514,0.926126
wide variety,discovered,2192.775198,2548,0.245685
delivering solutions,discovered,2192.717388,775,0.627530
industry does,discovered,2192.326861,1090,0.453600
global geopolitical,discovered,2192.104719,464,0.991453
production united,discovered,2192.032057,528,0.905660
create demand,discovered,2191.932693,1041,0.472752
economic volatility,discovered,2190.807735,725,0.670055
diversified supply,discovered,2190.251107,510,0.930657
providing safe,discovered,2190.189721,687,0.706790
clients navigate,discovered,2190.074364,655,0.740950
customers partners,discovered,2189.373650,3078,0.221998
technologies capabilities,discovered,2189.318003,717,0.677054
impact macro,discovered,2189.148467,775,0.626516
higher cost,discovered,2188.803614,6989,0.159990
outlook oil,discovered,2188.328261,570,0.845697
despite impact,discovered,2188.057219,1795,0.305272
chain china,discovered,2187.699352,556,0.864697
sector customers,discovered,2186.997093,720,0.673527
technologies support,discovered,2186.858927,679,0.713985
environment higher,discovered,2186.126402,1013,0.483532
chinese producers,discovered,2186.083530,637,0.760143
nord stream,discovered,2185.848909,613,0.788932
areas world,discovered,2185.722614,1441,0.358279
cost service,discovered,2184.829859,2115,0.273822
retail prices,discovered,2184.616176,1365,0.373768
including technology,discovered,2184.369633,765,0.633278
quantitative easing,discovered,2183.880029,692,0.699697
demand factors,discovered,2183.539801,701,0.690640
capacity constraints,discovered,2183.378485,2329,0.258118
situation russia,discovered,2183.260801,651,0.743151
art facility,discovered,2182.984112,854,0.567819
need address,discovered,2182.717289,1549,0.338727
local manufacturing,discovered,2182.524415,873,0.555697
parts country,discovered,2181.766756,2362,0.255877
uncertainty europe,discovered,2181.261224,570,0.843195
end products,discovered,2180.831193,2260,0.262607
affected global,discovered,2180.380481,535,0.891667
role energy,discovered,2180.287663,467,0.985232
play leading,discovered,2179.764327,590,0.816044
component shortage,discovered,2179.314270,782,0.618182
impact price,discovered,2178.598270,2342,0.256939
quarter gas,discovered,2178.457503,756,0.639053
solutions key,discovered,2178.406798,746,0.647569
applications like,discovered,2178.241420,1396,0.366308
supply standpoint,discovered,2178.212933,651,0.741458
strategy build,discovered,2178.147844,1527,0.341840
supply production,discovered,2177.982528,521,0.910839
announced contract,discovered,2177.831965,742,0.650877
force climate,discovered,2177.760183,476,0.973415
uncertainty future,discovered,2177.608187,830,0.582456
gas emission,discovered,2176.683894,687,0.702454
executing long,discovered,2176.432714,977,0.497961
risk really,discovered,2176.135626,835,0.578656
putting pressure,discovered,2175.702511,1989,0.283981
northern territory,discovered,2175.552568,684,0.705155
emission control,discovered,2174.599462,795,0.606870
materials including,discovered,2173.940417,696,0.692537
term results,discovered,2173.834089,1672,0.319389
companies including,discovered,2173.762096,1633,0.324846
china related,discovered,2173.373312,661,0.728776
conditions north,discovered,2172.968648,732,0.658273
expect market,discovered,2172.680685,3224,0.216144
limited visibility,discovered,2172.451121,1488,0.347907
supply picture,discovered,2172.228708,630,0.763636
services space,discovered,2172.044680,997,0.487769
increase domestic,discovered,2172.025722,1145,0.430775
american supply,discovered,2172.018805,505,0.931734
trends remain,discovered,2171.755052,1419,0.360793
dual sourcing,discovered,2171.695621,739,0.651675
europe lot,discovered,2169.963552,965,0.502343
continue affect,discovered,2169.825299,923,0.523837
electricity price,discovered,2169.058392,863,0.558576
world china,discovered,2168.687074,724,0.664220
american oil,discovered,2168.581760,537,0.884679
second topic,discovered,2168.570698,1077,0.454047
continue demand,discovered,2168.271327,1284,0.390392
products technologies,discovered,2166.892717,1524,0.341016
china like,discovered,2166.543480,899,0.536396
longer lead,discovered,2166.510139,1826,0.299688
demand support,discovered,2164.843984,776,0.618820
base price,discovered,2164.526883,1299,0.386147
solutions energy,discovered,2164.200099,521,0.906087
transportation storage,discovered,2163.820331,858,0.560418
zero 2050,discovered,2163.613655,549,0.865931
strong export,discovered,2163.523858,735,0.652753
conditions challenging,discovered,2163.284556,827,0.580758
services critical,discovered,2163.148168,534,0.887043
support additional,discovered,2162.907468,1134,0.432824
significant disruptions,discovered,2162.882853,584,0.817927
new regulatory,discovered,2162.074382,1493,0.345762
operations customers,discovered,2161.046089,710,0.674905
wind project,discovered,2160.838383,1221,0.405918
positioned company,discovered,2160.814145,1528,0.339631
market increasingly,discovered,2160.736488,881,0.545511
mean supply,discovered,2160.619362,671,0.713830
process development,discovered,2160.160201,1397,0.363707
lng terminal,discovered,2158.670921,721,0.663904
armed forces,discovered,2157.901525,848,0.565333
capacity million,discovered,2157.233659,1475,0.348370
demand air,discovered,2157.224733,664,0.720174
levels low,discovered,2157.146884,1266,0.393290
supply point,discovered,2157.012432,603,0.791339
mitigate effects,discovered,2156.990702,912,0.526863
investment tax,discovered,2156.797633,1214,0.407246
energy technologies,discovered,2155.984986,562,0.845113
order help,discovered,2155.770164,1379,0.366853
new coal,discovered,2155.319492,829,0.577298
position capitalize,discovered,2155.193470,1386,0.365314
critical raw,discovered,2154.391741,474,0.969325
china having,discovered,2153.995386,605,0.787760
government infrastructure,discovered,2153.809237,666,0.716900
investment china,discovered,2152.746398,873,0.548367
high security,discovered,2152.029792,637,0.748531
compliance regulatory,discovered,2151.928256,745,0.640585
nuclear reactors,discovered,2151.730701,536,0.880131
products address,discovered,2151.654069,1068,0.454275
need infrastructure,discovered,2150.978591,791,0.603356
kilowatt hour,discovered,2150.944881,1730,0.309481
growing opportunities,discovered,2150.694792,840,0.568720
consumer purchasing,discovered,2150.694132,720,0.662374
space exploration,discovered,2150.386493,511,0.915771
force base,discovered,2149.834843,699,0.681951
sub saharan,discovered,2149.204062,998,0.482592
support increasing,discovered,2148.659240,754,0.632020
china domestic,discovered,2147.712366,822,0.580099
technology key,discovered,2147.412354,875,0.545852
emissions reduction,discovered,2147.382152,917,0.521912
felt impact,discovered,2146.969036,997,0.482575
country country,discovered,2145.970870,2502,0.245222
significant increase,discovered,2145.242029,9635,0.145243
spanish government,discovered,2144.759474,720,0.660550
infrastructure companies,discovered,2143.977995,608,0.780488
supply problems,discovered,2143.651998,527,0.890203
security challenges,discovered,2143.452492,461,0.982942
countries china,discovered,2143.421538,770,0.617482
securing long,discovered,2142.959374,675,0.703858
